title,director,actors,year,genre
The Perks of Being a Wallflower,Stephen Chbosky,"['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Paul Rudd', 'Nina Dobrev']",2012,['Drama']
Excessive Force,Jon Hess,"['Thomas Ian Griffith', 'Lance Henriksen', 'James Earl Jones', 'Burt Young', 'Tony Todd']",1993,['Action']
Infamous,Douglas McGrath,"['Sigourney Weaver', 'Toby Jones', 'Gwyneth Paltrow', 'Sandra Bullock', 'Isabella Rossellini']",2006,['Drama']
The Claim,Michael Winterbottom,"['Peter Mullan', 'Milla Jovovich', 'Wes Bentley', 'Nastassja Kinski', 'Sarah Polley']",2000,['Drama']
The Vatican Tapes,Mark Neveldine,"['Olivia Taylor Dudley', 'Michael Peña', 'Djimon Hounsou', 'Dougray Scott', 'Peter Andersson']",2015,['Thriller']
Attack the Block,Joe Cornish,"['Nick Frost', 'Jodie Whittaker', 'John Boyega', 'Luke Treadaway', 'Flaminia Cinque']",2011,['Action']
In the Land of Blood and Honey,Angelina Jolie,"['Zana Marjanović', 'Goran Kostić', 'Branko Đurić', 'Dzana Pinjo', 'Miloš Timotijević']",2011,['Drama']
The Call,Brad Anderson,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut', 'Michael Imperioli', 'Ella Rae Peck']",2013,['Crime']
Operation Chromite,John H. Lee,"['Lee Jung-jae', 'Liam Neeson', 'Lee Beom-soo', 'Jin Se-yeon', 'Jung Joon-ho']",2016,['History']
The Crocodile Hunter: Collision Course,John Stainton,"['Steve Irwin', 'Terri Irwin', 'Magda Szubanski', 'David Wenham', 'Lachy Hulme']",2002,['Family']
I Love You Phillip Morris,Glenn Ficarra,"['Jim Carrey', 'Ewan McGregor', 'Leslie Mann', 'Rodrigo Santoro', 'Brennan Brown']",2009,['Comedy']
Quest for Fire,Jean-Jacques Annaud,"['Everett McGill', 'Ron Perlman', 'Nicholas Kadi', 'Rae Dawn Chong', 'Gary Schwartz']",1981,['Adventure']
Antwone Fisher,Denzel Washington,"['Derek Luke', 'Malcolm David Kelley', 'Cory Hodges', 'Denzel Washington', 'Joy Bryant']",2002,['Drama']
The Emperor's Club,Michael Hoffman,"['Kevin Kline', 'Emile Hirsch', 'Embeth Davidtz', 'Rob Morrow', 'Edward Herrmann']",2002,['Drama']
True Romance,Tony Scott,"['Christian Slater', 'Patricia Arquette', 'Michael Rapaport', 'Bronson Pinchot', 'Gary Oldman']",1993,['Action']
Womb,Benedek Fliegauf,"['Eva Green', 'Matt Smith', 'Lesley Manville', 'Peter Wight', 'István Lénárt']",2010,['Romance']
Glengarry Glen Ross,James Foley,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin', 'Ed Harris']",1992,['Crime']
The Killer Inside Me,Michael Winterbottom,"['Casey Affleck', 'Kate Hudson', 'Jessica Alba', 'Ned Beatty', 'Tom Bower']",2010,['Crime']
Cat People,Paul Schrader,"['Nastassja Kinski', 'Malcolm McDowell', 'John Heard', 'Ruby Dee', 'Ed Begley Jr.']",1982,['Drama']
Sorority Row,Stewart Hendler,"['Rumer Willis', 'Briana Evigan', 'Jamie Chung', 'Leah Pipes', 'Teri Andrzejewski']",2009,['Horror']
The Prisoner of Zenda,John Cromwell,"['Ronald Colman', 'Madeleine Carroll', 'Raymond Massey', 'Mary Astor', 'Douglas Fairbanks Jr.']",1937,['Adventure']
Lars and the Real Girl,Craig Gillespie,"['Ryan Gosling', 'Emily Mortimer', 'Paul Schneider', 'Kelli Garner', 'Lauren Ash']",2007,['Comedy']
The Boy in the Striped Pyjamas,Mark Herman,"['Asa Butterfield', 'Jack Scanlon', 'Vera Farmiga', 'David Thewlis', 'Rupert Friend']",2008,['War']
Dancer in the Dark,Lars von Trier,"['Björk', 'Catherine Deneuve', 'David Morse', 'Peter Stormare', 'Joel Grey']",2000,['Drama']
Oscar and Lucinda,Gillian Armstrong,"['Ralph Fiennes', 'Cate Blanchett', 'Ciarán Hinds', 'Tom Wilkinson', 'Richard Roxburgh']",1997,['Drama']
The Funeral,Abel Ferrara,"['Christopher Walken', 'Chris Penn', 'Annabella Sciorra', 'Isabella Rossellini', 'Vincent Gallo']",1996,['Crime']
Solitary Man,Brian Koppelman,"['Michael Douglas', 'Danny DeVito', 'Jesse Eisenberg', 'Susan Sarandon', 'Mary-Louise Parker']",2009,['Comedy']
Machete,Robert Rodriguez,"['Danny Trejo', 'Michelle Rodriguez', 'Jessica Alba', 'Robert De Niro', 'Lindsay Lohan']",2010,['Action']
Casino Jack,George Hickenlooper,"['Kevin Spacey', 'Kelly Preston', 'Hannah Endicott-Douglas', 'Rachelle Lefevre', 'Barry Pepper']",2010,['Crime']
The Land Before Time,Don Bluth,"['Gabriel Damon', 'Candace Hutson', 'Judith Barsi', 'Will Ryan', 'Pat Hingle']",1988,['Animation']
Tae Guk Gi: The Brotherhood of War,Kang Je-gyu,"['Jang Dong-gun', 'Won Bin', 'Lee Eun-ju', 'Gong Hyung-jin', 'Park Jeong-Woo']",2004,['Action']
The Perfect Game,William Dear,"['Clifton Collins Jr', 'Cheech Marin', 'Moisés Arias', 'Emilie de Ravin', 'Jake T. Austin']",2010,['Drama']
The Exorcist,William Friedkin,"['Linda Blair', 'Max von Sydow', 'Ellen Burstyn', 'Jason Miller', 'Lee J. Cobb']",1973,['Drama']
Jaws,Steven Spielberg,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary', 'Murray Hamilton']",1975,['Horror']
American Pie,Chris Weitz,"['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas', 'Alyson Hannigan', 'Shannon Elizabeth']",1999,['Comedy']
Ernest & Celestine,Stéphane Aubier,"['Anne-Marie Loop', 'Lambert Wilson', 'Pauline Brunner', 'Patrice Melennec', 'Brigitte Virtudes']",2012,['Animation']
The Golden Child,Michael Ritchie,"['Eddie Murphy', 'Charles Dance', 'Charlotte Lewis', 'Victor Wong', 'Peter Kwong']",1986,['Action']
Think Like a Man,Tim Story,"['Michael Ealy', 'Jerry Ferrara', 'Meagan Good', 'Regina Hall', 'Kevin Hart']",2012,['Comedy']
Barbershop,Tim Story,"['Ice Cube', 'Anthony Anderson', 'Cedric the Entertainer', 'Sean Patrick Thomas', 'Eve']",2002,['Comedy']
Star Trek II: The Wrath of Khan,Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei']",1982,['Action']
Ace Ventura: Pet Detective,Tom Shadyac,"['Jim Carrey', 'Sean Young', 'Courteney Cox', 'Tone Loc', 'Dan Marino']",1994,['Comedy']
WarGames,John Badham,"['Matthew Broderick', 'Dabney Coleman', 'Ally Sheedy', 'John Wood', 'Barry Corbin']",1983,['Thriller']
Witness,Peter Weir,"['Harrison Ford', 'Kelly McGillis', 'Josef Sommer', 'Lukas Haas', 'Jan Rubes']",1985,['Crime']
Act of Valor,Mike McCoy,"['Roselyn Sánchez', 'Emilio Rivera', 'Nestor Serrano', 'Gonzalo Menendez', 'Alexander Asefa']",2012,['Action']
Step Up,Anne Fletcher,"['Channing Tatum', 'Jenna Dewan', 'Damaine Radcliff', ""De'Shawn Washington"", 'Mario']",2006,['Music']
Beavis and Butt-Head Do America,Mike Judge,"['Mike Judge', 'Bruce Willis', 'Demi Moore', 'Robert Stack', 'Richard Linklater']",1996,['Animation']
Jackie Brown,Quentin Tarantino,"['Pam Grier', 'Samuel L. Jackson', 'Robert Forster', 'Bridget Fonda', 'Michael Keaton']",1997,['Comedy']
Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz,"['John Cho', 'Kal Penn', 'Neil Patrick Harris', 'Rob Corddry', 'Jack Conley']",2008,['Comedy']
Chronicle,Josh Trank,"['Dane DeHaan', 'Alex Russell', 'Michael B. Jordan', 'Michael Kelly', 'Anna Wood']",2012,['Science Fiction']
Yentl,Barbra Streisand,"['Barbra Streisand', 'Mandy Patinkin', 'Amy Irving', 'Nehemiah Persoff', 'Steven Hill']",1983,['Music']
Time Bandits,Terry Gilliam,"['Sean Connery', 'John Cleese', 'Shelley Duvall', 'Michael Palin', 'Ian Holm']",1981,['Family']
Crossroads,Tamra Davis,"['Britney Spears', 'Zoe Saldana', 'Taryn Manning', 'Anson Mount', 'Dan Aykroyd']",2002,['Action']
Project X,Nima Nourizadeh,"['Oliver Cooper', 'Jonathan Daniel Brown', 'Thomas Mann', 'Dax Flame', 'Kirby Bliss Blanton']",2012,['Comedy']
Patton,Franklin J. Schaffner,"['George C. Scott', 'Karl Malden', 'Stephen Young', 'Michael Strong', 'Carey Loftin']",1970,['Drama']
One Hour Photo,Mark Romanek,"['Robin Williams', 'Connie Nielsen', 'Michael Vartan', 'Erin Daniels', 'Eriq La Salle']",2002,['Horror']
Quarantine,John Erick Dowdle,"['Jennifer Carpenter', 'Steve Harris', 'Jay Hernandez', 'Johnathon Schaech', 'Columbus Short']",2008,['Horror']
The Eye,David Moreau,"['Jessica Alba', 'Alessandro Nivola', 'Parker Posey', 'Rade Serbedzija', 'Fernanda Romero']",2008,['Drama']
Johnson Family Vacation,Christopher Erskin,"['Cedric the Entertainer', 'Vanessa Williams', 'Steve Harvey', 'Shari Headley', 'Shad Moss']",2004,['Comedy']
How High,Jesse Dylan,"['Method Man', 'Redman', 'Obba Babatundé', 'Mike Epps', 'Anna Maria Horsford']",2001,['Comedy']
The Muppet Christmas Carol,Brian Henson,"['Michael Caine', 'Don Austen', 'Meredith Braun', 'Don Austen', 'Ed Sanders']",1992,['Comedy']
Frida,Julie Taymor,"['Salma Hayek', 'Alfred Molina', 'Mía Maestro', 'Patricia Reyes Spíndola', 'Diego Luna']",2002,['Drama']
Katy Perry: Part of Me,Dan Cutforth,"['Katy Perry', 'Russell Brand', 'Shannon Woodward', 'Rachael Markarian', 'Mia Moretti']",2012,['Documentary']
The Fault in Our Stars,Josh Boone,"['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff', 'Laura Dern', 'Sam Trammell']",2014,['Romance']
Rounders,John Dahl,"['Matt Damon', 'John Turturro', 'Gretchen Mol', 'Goran Visnjic', 'Edward Norton']",1998,['Drama']
Top Five,Chris Rock,"['Chris Rock', 'Rosario Dawson', 'J.B. Smoove', 'Gabrielle Union', 'Romany Malco']",2014,['Drama']
Prophecy,John Frankenheimer,"['Talia Shire', 'Robert Foxworth', 'Armand Assante', 'Richard Dysart', 'Victoria Racimo']",1979,['Horror']
Stir of Echoes,David Koepp,"['Kevin Bacon', 'Kathryn Erbe', 'Illeana Douglas', 'Kevin Dunn', ""Conor O'Farrell""]",1999,['Horror']
Philomena,Stephen Frears,"['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark', 'Mare Winningham', 'Barbara Jefford']",2013,['Drama']
The Upside of Anger,Mike Binder,"['Joan Allen', 'Kevin Costner', 'Erika Christensen', 'Keri Russell', 'Alicia Witt']",2005,['Comedy']
The Boys from Brazil,Franklin J. Schaffner,"['Gregory Peck', 'Laurence Olivier', 'James Mason', 'Lilli Palmer', 'Uta Hagen']",1978,['Horror']
Aquamarine,Elizabeth Allen Rosenbaum,"['Emma Roberts', ""Joanna 'JoJo' Levesque"", 'Sara Paxton', 'Jake McDorman', 'Arielle Kebbel']",2006,['Fantasy']
Paper Towns,Jake Schreier,"['Nat Wolff', 'Cara Delevingne', 'Justice Smith', 'Austin Abrams', 'Halston Sage']",2015,['Drama']
My Baby's Daddy,Cheryl Dunye,"['Eddie Griffin', 'Anthony Anderson', 'Michael Imperioli', 'Method Man', 'Paula Jai Parker']",2004,['Comedy']
Nebraska,Alexander Payne,"['Bruce Dern', 'Will Forte', 'Bob Odenkirk', 'June Squibb', 'Stacy Keach']",2013,['Drama']
Tales from the Crypt: Demon Knight,Ernest R. Dickerson,"['Billy Zane', 'William Sadler', 'Jada Pinkett Smith', 'Brenda Bakke', 'CCH Pounder']",1995,['Horror']
Max Keeble's Big Move,Tim Hill,"['Alex D. Linz', 'Zena Grey', 'Nora Dunn', 'Larry Miller', 'Josh Peck']",2001,['Comedy']
Young Adult,Jason Reitman,"['Charlize Theron', 'Patton Oswalt', 'Patrick Wilson', 'Elizabeth Reaser', 'Collette Wolfe']",2011,['Comedy']
Crank,Brian Taylor,"['Jason Statham', 'Amy Smart', 'Jose Pablo Cantillo', 'Efren Ramirez', 'Dwight Yoakam']",2006,['Action']
Def Jam's How to Be a Player,Lionel C. Martin,"['Bill Bellamy', 'Lark Voorhies', 'Bernie Mac', 'Elise Neal']",1997,['Comedy']
Living Out Loud,Richard LaGravenese,"['Holly Hunter', 'Danny DeVito', 'Queen Latifah', 'Martin Donovan', 'Rachael Leigh Cook']",1998,['Comedy']
Just Wright,Sanaa Hamri,"['Queen Latifah', 'Common', 'Paula Patton', 'James Pickens Jr.', 'Phylicia Rashād']",2010,['Comedy']
Rachel Getting Married,Jonathan Demme,"['Anne Hathaway', 'Rosemarie DeWitt', 'Sebastian Stan', 'Roslyn Ruff', 'Bill Irwin']",2008,['Drama']
The Postman Always Rings Twice,Bob Rafelson,"['Jack Nicholson', 'Jessica Lange', 'John Colicos', 'Michael Lerner', 'Anjelica Huston']",1981,['Romance']
Girl with a Pearl Earring,Peter Webber,"['Scarlett Johansson', 'Colin Firth', 'Cillian Murphy', 'Tom Wilkinson', 'Judy Parfitt']",2003,['Drama']
Das Boot,Wolfgang Petersen,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch', 'Martin Semmelrogge']",1981,['Action']
Sorority Boys,Wallace Wolodarsky,"['Barry Watson', 'Michael Rosenbaum', 'Harland Williams', 'Melissa Sagemiller', 'Tony Denman']",2002,['Comedy']
About Time,Richard Curtis,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy', 'Lydia Wilson', 'Lindsay Duncan']",2013,['Comedy']
House of Flying Daggers,Zhang Yimou,"['Takeshi Kaneshiro', 'Andy Lau', 'Zhang Ziyi', 'Song Dandan', 'Zhao Hongfei']",2004,['Adventure']
Arbitrage,Nicholas Jarecki,"['Richard Gere', 'Susan Sarandon', 'Tim Roth', 'Brit Marling', 'Monica Raymund']",2012,['Drama']
Project Almanac,Dean Israelite,"['Jonny Weston', 'Virginia Gardner', ""Sofia Black-D'Elia"", 'Sam Lerner', 'Allen Evangelista']",2015,['Science Fiction']
Cadillac Records,Darnell Martin,"['Adrien Brody', 'Jeffrey Wright', 'Beyoncé Knowles', 'Gabrielle Union', 'Columbus Short']",2008,['Drama']
Screwed,Scott Alexander,"['Norm Macdonald', 'Dave Chappelle', 'Danny DeVito', 'Elaine Stritch', 'Daniel Benzali']",2000,['Action']
Fortress,Stuart Gordon,"['Christopher Lambert', 'Kurtwood Smith', 'Loryn Locklin', 'Clifton Collins Jr', 'Jeffrey Combs']",1992,['Action']
For Your Consideration,Christopher Guest,"[""Catherine O'Hara"", 'Harry Shearer', 'Parker Posey', 'Christopher Moynihan', 'John Michael Higgins']",2006,['Comedy']
Celebrity,Woody Allen,"['Kenneth Branagh', 'Judy Davis', 'Joe Mantegna', 'Leonardo DiCaprio', 'Charlize Theron']",1998,['Drama']
Running with Scissors,Ryan Murphy,"['Annette Bening', 'Brian Cox', 'Joseph Cross', 'Joseph Fiennes', 'Evan Rachel Wood']",2006,['Drama']
From Justin to Kelly,Robert Iscove,"['Kelly Clarkson', 'Justin Guarini ', 'Brandon Henschel', 'Greg Siff', 'Brian Dietzen']",2003,['Comedy']
Girl 6,Spike Lee,"['Theresa Randle', 'Isaiah Washington', 'Spike Lee', 'Jenifer Lewis', 'Debi Mazar']",1996,['Comedy']
In the Cut,Jane Campion,"['Meg Ryan', 'Mark Ruffalo', 'Jennifer Jason Leigh', 'Nick Damici', 'Heather Litteer']",2003,['Mystery']
Two Lovers,James Gray,"['Joaquin Phoenix', 'Gwyneth Paltrow', 'Isabella Rossellini', 'Vinessa Shaw', 'Moni Moshonov']",2008,['Drama']
Last Orders,Fred Schepisi,"['Michael Caine', 'Tom Courtenay', 'David Hemmings', 'Bob Hoskins', 'Helen Mirren']",2001,['Comedy']
The Host,Bong Joon-ho,"['Song Kang-ho', 'Park Hae-il', 'Bae Doona', 'Ko Ah-sung', 'Byun Hee-bong']",2006,['Horror']
The Pursuit of D.B. Cooper,Roger Spottiswoode,"['Robert Duvall', 'Treat Williams', 'Kathryn Harrold', 'Ed Flanders', 'Paul Gleason']",1981,['Adventure']
Ravenous,Antonia Bird,"['Guy Pearce', 'Robert Carlyle', 'David Arquette', 'Jeremy Davies', 'Neal McDonough']",1999,['Comedy']
Charlie Bartlett,Jon Poll,"['Anton Yelchin', 'Robert Downey Jr.', 'Hope Davis', 'Kat Dennings', 'Tyler Hilton']",2008,['Comedy']
The Great Beauty,Paolo Sorrentino,"['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli', 'Carlo Buccirosso', 'Iaia Forte']",2013,['Comedy']
The Dangerous Lives of Altar Boys,Peter Care,"['Emile Hirsch', 'Kieran Culkin', 'Jodie Foster', ""Vincent D'Onofrio"", 'Jena Malone']",2002,['Comedy']
Stoker,Park Chan-wook,"['Mia Wasikowska', 'Nicole Kidman', 'Matthew Goode', 'Dermot Mulroney', 'Jacki Weaver']",2013,['Drama']
2046,Wong Kar-wai,"['Tony Leung Chiu-Wai', 'Zhang Ziyi', 'Faye Wong', 'Takuya Kimura', 'Gong Li']",2004,['Fantasy']
Married Life,Ira Sachs,"['Chris Cooper', 'Pierce Brosnan', 'Patricia Clarkson', 'Rachel McAdams', 'David Wenham']",2007,['Crime']
Duma,Carroll Ballard,"['Alex Michaeletos', 'Campbell Scott', 'Mary Makhatho', 'Nthabiseng Kenoshi', 'Hope Davis']",2005,['Adventure']
Ondine,Neil Jordan,"['Colin Farrell', 'Alicja Bachleda-Curuś', 'Dervla Kirwan', 'Alison Barry', ""Marion O'Dwyer""]",2009,['Drama']
Brother,Takeshi Kitano,"['Takeshi Kitano', 'Omar Epps', 'Claude Maki', 'Susumu Terajima', 'Masaya Kato']",2000,['Crime']
Welcome to Collinwood,Anthony Russo,"['William H. Macy', 'Isaiah Washington', 'Sam Rockwell', 'Michael Jeter', 'Luis Guzmán']",2002,['Comedy']
Critical Care,Sidney Lumet,"['James Spader', 'Kyra Sedgwick', 'Helen Mirren', 'Albert Brooks', 'Anne Bancroft']",1997,['Comedy']
The Life Before Her Eyes,Vadim Perelman,"['Uma Thurman', 'Evan Rachel Wood', 'Eva Amurri Martino', 'Gabrielle Brennan', 'Brett Cullen']",2007,['Thriller']
Darling Companion,Lawrence Kasdan,"['Diane Keaton', 'Kevin Kline', 'Sam Shepard', 'Dianne Wiest', 'Richard Jenkins']",2012,['Drama']
Trade,Marco Kreuzpaintner,"['Kevin Kline', 'Cesar Ramos', 'Paulina Gaitán', 'Alicja Bachleda-Curuś', 'Marco Pérez']",2007,['Drama']
Fateless,Lajos Koltai,"['Marcell Nagy', 'Béla Dóra', 'Bálint Péntek', 'Áron Dimény', 'Péter Fancsikai']",2005,['War']
Breakfast of Champions,Alan Rudolph,"['Bruce Willis', 'Albert Finney', 'Nick Nolte', 'Barbara Hershey', 'Glenne Headly']",1999,['Comedy']
"A Woman, a Gun and a Noodle Shop",Zhang Yimou,"['Sun Honglei', 'Xiao Shen Yang', 'Yan Ni', 'Ni Dahong', 'Zhao Benshan']",2009,['Comedy']
Cypher,Vincenzo Natali,"['Jeremy Northam', 'Lucy Liu', 'Nigel Bennett', 'Timothy Webber', 'David Hewlett']",2002,['Thriller']
City of Life and Death,Lu Chuan,"['Liu Ye', 'Gao Yuanyuan', 'Hideo Nakaizumi', 'John Paisley', 'Beverly Peckous']",2009,['Drama']
Legend of a Rabbit,Lijun Sun,"['Jon Heder', 'Tom Arnold', 'Michael Clarke Duncan', 'Rebecca Black', 'Claire Geare']",2011,['Animation']
Space Battleship Yamato,Takashi Yamazaki,"['Hiroyuki Ikeuchi', 'Takuya Kimura', 'Meisa Kuroki', 'Toshirō Yanagiba', 'Tsutomu Yamazaki']",2010,['Science Fiction']
5 Days of War,Renny Harlin,"['Rupert Friend', 'Val Kilmer', 'Andy García', 'Dean Cain', 'Emmanuelle Chriqui']",2011,['War']
Triangle,Christopher Smith,"['Melissa George', 'Liam Hemsworth', 'Emma Lung', 'Rachael Carpani', 'Michael Dorman']",2009,['Horror']
10 Days in a Madhouse,Timothy Hines,"['Caroline Barry', 'Christopher Lambert', 'Kelly LeBrock', 'Julia Chantrey', 'Alexandra Callas']",2015,['Drama']
Heaven is for Real,Randall Wallace,"['Greg Kinnear', 'Kelly Reilly', 'Connor Corum', 'Thomas Haden Church', 'Jon Ted Wynne']",2014,['Drama']
Snatch,Guy Ritchie,"['Jason Statham', 'Brad Pitt', 'Vinnie Jones', 'Dennis Farina', 'Benicio del Toro']",2000,['Thriller']
Dancin' It's On,David Winters,"['Witney Carson', 'Chehon Wespi-Tschopp', 'Gary Daniels', 'David Winters', 'Jordan Clark']",2015,['Drama']
Pet Sematary,Mary Lambert,"['Dale Midkiff', 'Fred Gwynne', 'Denise Crosby', 'Brad Greenquist', 'Michael Lombard']",1989,['Drama']
Madadayo,Akira Kurosawa,"['Tatsuo Matsumura', 'Kyôko Kagawa', 'Hisashi Igawa', 'George Tokoro', 'Masayuki Yui']",1993,['Drama']
The Cry of the Owl,Jamie Thraves,"['Paddy Considine', 'Julia Stiles', 'Caroline Dhavernas', 'James Gilbert', 'Karl Pruner']",2009,['Drama']
A Tale of Three Cities,Mabel Cheung,"['Lau Ching-Wan', 'Tang Wei', 'Qin Hailu', 'Jing Boran ']",2015,['Drama']
Gremlins,Joe Dante,"['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton', 'Polly Holliday', 'Dick Miller']",1984,['Fantasy']
Star Wars,George Lucas,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness']",1977,['Adventure']
Dirty Grandpa,Dan Mazer,"['Zac Efron', 'Robert De Niro', 'Julianne Hough', 'Aubrey Plaza', 'Dermot Mulroney']",2016,['Comedy']
Doctor Zhivago,David Lean,"['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin', 'Rod Steiger', 'Alec Guinness']",1965,['Drama']
Trash,Stephen Daldry,"['Rickson Tevez', 'Eduardo Luis', 'Gabriel Weinstein', 'Rooney Mara', 'Selton Mello']",2014,['Adventure']
High School Musical 3: Senior Year,Kenny Ortega,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel', 'Corbin Bleu']",2008,['Comedy']
The Fighter,David O. Russell,"['Mark Wahlberg', 'Christian Bale', 'Amy Adams', 'Melissa Leo', ""Mickey O'Keefe""]",2010,['Drama']
Jackass Number Two,Jeff Tremaine,"['Johnny Knoxville', 'Bam Margera', 'Steve-O', 'Chris Pontius', 'Ryan Dunn']",2006,['Action']
My Cousin Vinny,Jonathan Lynn,"['Joe Pesci', 'Ralph Macchio', 'Marisa Tomei', 'Mitchell Whitfield', 'Fred Gwynne']",1992,['Comedy']
If I Stay,R.J. Cutler,"['Chloë Grace Moretz', 'Jamie Blackley', 'Liana Liberato', 'Mireille Enos', 'Stacy Keach']",2014,['Drama']
Drive Hard,Brian Trenchard-Smith,"['Thomas Jane', 'John Cusack', 'Zoe Ventoura', 'Damien Garvey', 'Christopher Morris']",2014,['Action']
Major League,David S. Ward,"['Tom Berenger', 'Charlie Sheen', 'Corbin Bernsen', 'Margaret Whitton', 'James Gammon']",1989,['Comedy']
St. Trinian's,Barnaby Thompson,"['Talulah Riley', 'Rupert Everett', 'Gemma Arterton', 'Colin Firth', 'Lena Headey']",2007,['Comedy']
Phone Booth,Joel Schumacher,"['Colin Farrell', 'Kiefer Sutherland', 'Forest Whitaker', 'Radha Mitchell', 'Katie Holmes']",2002,['Thriller']
A Walk to Remember,Adam Shankman,"['Mandy Moore', 'Shane West', 'Peter Coyote', 'Daryl Hannah', 'Lauren German']",2002,['Drama']
Dead Man Walking,Tim Robbins,"['Susan Sarandon', 'Sean Penn', 'Robert Prosky', 'Raymond J. Barry', 'R. Lee Ermey']",1995,['Drama']
Cruel Intentions,Roger Kumble,"['Sarah Michelle Gellar', 'Ryan Phillippe', 'Reese Witherspoon', 'Selma Blair', 'Louise Fletcher']",1999,['Drama']
Saw VI,Kevin Greutert,"['Tobin Bell', 'Costas Mandylor', 'Betsy Russell', 'Mark Rolston', 'Peter Outerbridge']",2009,['Horror']
History of the World: Part I,Mel Brooks,"['Mel Brooks', 'Dom DeLuise', 'Madeline Kahn', 'Harvey Korman', 'Cloris Leachman']",1981,['Comedy']
The Secret Life of Bees,Gina Prince-Bythewood,"['Dakota Fanning', 'Queen Latifah', 'Jennifer Hudson', 'Sophie Okonedo', 'Alicia Keys']",2008,['Adventure']
Corky Romano,Rob Pritts,"['Chris Kattan', 'Vinessa Shaw', 'Peter Falk', 'Peter Berg', 'Chris Penn']",2001,['Action']
Raising Cain,Brian De Palma,"['John Lithgow', 'Lolita Davidovich', 'Steven Bauer', 'Frances Sternhagen', 'Gregg Henry']",1992,['Drama']
F.I.S.T.,Norman Jewison,"['Sylvester Stallone', 'Rod Steiger', 'Peter Boyle', 'Melinda Dillon', 'David Huffman']",1978,['Drama']
Invaders from Mars,Tobe Hooper,"['Karen Black', 'Hunter Carson', 'Timothy Bottoms', 'Laraine Newman', 'James Karen']",1986,['Science Fiction']
Brooklyn,John Crowley,"['Saoirse Ronan', 'Domhnall Gleeson', 'Emory Cohen', 'Jim Broadbent', 'Julie Walters']",2015,['Drama']
Barry Lyndon,Stanley Kubrick,"[""Ryan O'Neal"", 'Marisa Berenson', 'Hardy Krüger', 'Diana Körner', 'Frank Middlemass']",1975,['Drama']
